text,label,source
I really just want to kill some towel head terrorists already 😒 can high school be over now please?,HATE,davidson
I really think ppl defending Cassidy throw on Hotel at the crib when bitches are comin over,OFFENSIVE,davidson
"I really wanna have a talk about life with the ""fuck her right in the pussy"" dude while smokin a blunt before I die",OFFENSIVE,davidson
I really want a girl to make me some brownies 😩😭,SAFE,davidson
I really want a sports star to get a pet monkey and name him Achilles.,SAFE,davidson
I really wish I owned a rocket launcher to use on every retard driving in front of me today #roadrage,OFFENSIVE,davidson
I refuse RT @USER: Damn bitches are always talking shit about Draya!,OFFENSIVE,davidson
I refuse to raise a child in this bitch ass country.,OFFENSIVE,davidson
I remember 2 of my friends had this and I was jelly RT @USER: Had this bitch you couldn't tell me SHIT bruh URL,OFFENSIVE,davidson
I remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,SAFE,davidson
"I remember me & duddy was arguing & he gon say ""shut up bitch that's why you raped me !!!"" 😂😭😂😭 just childish",OFFENSIVE,davidson
I remember the VA Tech band called us planet of the apes. I was ready to flip,SAFE,davidson
I remember them bitches lmaoo,OFFENSIVE,davidson
I remember when Milz drunk ass fell asleep while we where all playing Gears smh. What a fag,OFFENSIVE,davidson
I remember when bitches wouldnt let a nigga fuck for like 3 months now its 3 days or so,OFFENSIVE,davidson
"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes.""",OFFENSIVE,davidson
I remember when this lil bitch caught me slippin n had me get ina car an 2 mins later I'm lookin at this nigga holdin a gun in my face.,OFFENSIVE,davidson
I rescued a baby bird 🐣 URL,SAFE,davidson
"I respect any nigga that tell me he got a bitch , so I fall the fuck back no hating 💯",OFFENSIVE,davidson
"I ride around with #notint, so all them bitches can see me 😎😊💁 #JetLife ✈️",OFFENSIVE,davidson
I roll a blunt better than the bitches in Havana ! Cause I'm the king round here !,OFFENSIVE,davidson
I said middle school days as in the ghetto way people... — and what I am nor here to impress you what are you go... URL,SAFE,davidson
I salute to the hoes who kno they places... other than that bitches miss me,OFFENSIVE,davidson
I saw so many basic bitches just picking up my school schedule I kinda wanted to throw up tbh.,OFFENSIVE,davidson
I say K.Michelle is manly because she doesn't act like a lady.She's too foul at the mouth and violent.I'll have to beat the bitch.,OFFENSIVE,davidson
I say fuck them other niggas bitch im all you need 👊,OFFENSIVE,davidson
I say smash the panomera I buy a new one hoe,OFFENSIVE,davidson
I say we all do a big fat line of meth after the finale...come on you pussies :P #GoodbyeBreakingBad,OFFENSIVE,davidson
I see a real nicca when I look in the mirror,OFFENSIVE,davidson
"I see bitches ain't been doing nun, but trotin & thotin 😂",OFFENSIVE,davidson
I see the same hoes,OFFENSIVE,davidson
I see thru all you fake bitches & niggas.,OFFENSIVE,davidson
I see u jigga!!!! Hillary $wankin,SAFE,davidson
I see ya big Boi in the Oreo V's,SAFE,davidson
I see you fuck bitches. I fuck bitches also.,OFFENSIVE,davidson
I see your tweets bitch! Lmfao RT @USER: Von kick me to the curb I should call n curse her ass out,OFFENSIVE,davidson
I seen Scooby hoe some niggas at the gardens too 😂😂😂,OFFENSIVE,davidson
I sho do miss my Uncle Tom,SAFE,davidson
"I shoot at the pussy, I bust in the pussy I'm cuming too sooooooooooon",OFFENSIVE,davidson
I shot a stripper because hoes keep stealing my tacos. URL,OFFENSIVE,davidson
I should be in jail it's a crime hoe I kill these beats,OFFENSIVE,davidson
I should be the only nigga my bitch texting right now💯💯💯💯💯,OFFENSIVE,davidson
I should gt a scurl on.deez hoes,OFFENSIVE,davidson
"I should probs shave my spic stash soon, its kinda getting out of hand",OFFENSIVE,davidson
I should start wearing beanies more,SAFE,davidson
I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please,OFFENSIVE,davidson
I should've thrown a whole roll of pennies and made her month that bitch.,OFFENSIVE,davidson
I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,SAFE,davidson
I show love to everybody not on joe time i just hate stuck up people thats hoe shit,OFFENSIVE,davidson
I slam duunkk hoes cuz I can't lay up,OFFENSIVE,davidson
I slept good thenna bitch tho,OFFENSIVE,davidson
"I smell I smell I smell, pussy",OFFENSIVE,davidson
"I smoke a fat pound of grass, and fall on my ass, faster than the fat bitch who sat down to fast.",OFFENSIVE,davidson
I smoke a lot of weed to keep them bitches of ma mind,OFFENSIVE,davidson
I snorted shit with more girls in my presence than a dude lmao coke head bitches..,OFFENSIVE,davidson
I sound retarded but he is learning quickly! @USER URL,OFFENSIVE,davidson
I spend my money on weed clothes n food not hoes,OFFENSIVE,davidson
I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad,OFFENSIVE,davidson
I spy a couple thirsty hoes on insta.,OFFENSIVE,davidson
I stalk my bf's insta and follow any girl that flirts with him. Scare the bitches,OFFENSIVE,davidson
I start Garfield Monday .. Yeahhhhhh lil bitch 😎😎😎😎,OFFENSIVE,davidson
"I stay away from bitches that be insecure, I be wild'ning out in public say I'm immature.",OFFENSIVE,davidson
"I still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever.",OFFENSIVE,davidson
I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,SAFE,davidson
"I still hate the bitches at the #dmv #californiadmv, miserable hoes",OFFENSIVE,davidson
I still see plenty basic bitches with iPhone 4s.,OFFENSIVE,davidson
I still think snap chat for faggots and High Schoolers,HATE,davidson
I stopped snapping on women and calling them bitches.,OFFENSIVE,davidson
I support all of my niggaz and bitches doing dope shit on the west side and in my city LA,OFFENSIVE,davidson
I swear I care about everything else but these bitches 👋✌️.,OFFENSIVE,davidson
I swear I got that shit that make the bitches go insane,OFFENSIVE,davidson
I swear I hate when Im somewhere and a woman catches my rubberband that clearly says KAPPA ALPHA PSI and ask me am I a kappa. Yes bitch lol,OFFENSIVE,davidson
I swear I heard that bitch creak,OFFENSIVE,davidson
I swear I needa go on n go back to the old me because bitches think its a game apparently. Let's be real !,OFFENSIVE,davidson
I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... 🆗,OFFENSIVE,davidson
I swear Newnan utilities be gettin a nicca .. Bout to start reading my own damn meter,OFFENSIVE,davidson
I swear a nicca sleep but im up .. Tired as fuk!,OFFENSIVE,davidson
I swear ain't nothing worse than a bad bitch that lost it,OFFENSIVE,davidson
I swear bitches is looney I like a pic ...& I'm fucking that bitch😂😂😂,OFFENSIVE,davidson
I swear bitches wouldn't have nothing to worry about but they don't know how to shut the fuck up.,OFFENSIVE,davidson
I swear dis hoe doinv this grown n sexy challenge look like a lightskinned gremlin.,OFFENSIVE,davidson
I swear females think they know me.... bitch you don't know my intentions you just think you do,OFFENSIVE,davidson
I swear girls with good pussy think that's the answer to everything,OFFENSIVE,davidson
I swear ion see how broke niccas still out here gettin pussy smh,OFFENSIVE,davidson
I swear nobody actually cares about Valentine's day unless they are single & jaded and want to bitch. ❌⭕️❌⭕️🌹,OFFENSIVE,davidson
I swear nobody can complain about hoe early they have to wake up to go to work. Because nobody wakes up at 2AM to get ready,OFFENSIVE,davidson
I swear ta god nigga all deses hoes want is a YRN ....,OFFENSIVE,davidson
I swear that hoe b trying it...,OFFENSIVE,davidson
I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,SAFE,davidson
"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",HATE,davidson
I swear these hoes *aint got nothing on you * ✌️😊🙏,OFFENSIVE,davidson
I swear this hoe been following me ever since I went on break,OFFENSIVE,davidson
I swear to god I be in the middle of the club making out wit bitches like I'm tryna film a romantic comedy or somethin,OFFENSIVE,davidson
I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !,OFFENSIVE,davidson
I swear to god some hoes look like they take the same exact picture everytime. Change it up for once godamn. #ratchet,OFFENSIVE,davidson
I swear y'all broads with a new bitch every month....I cant even get one girlfriend. Maybe something is wrong with me,OFFENSIVE,davidson
"I swear, new bitches here me rap and its a WRAP !!",OFFENSIVE,davidson
I take a bitch home give her long dick,OFFENSIVE,davidson
I take full pride in the ass my momma has so blessed me with. Now hers is just ridiculous on all levels. Her yellow ass got back for years,OFFENSIVE,davidson
I take it Notre Dame is still trash. URL,OFFENSIVE,davidson
I take shots wit no chaser I get bitches I don't chase em,OFFENSIVE,davidson
I talk to these bitches like I really do care.,OFFENSIVE,davidson
I talked to some birds... I fell in love again..,SAFE,davidson
I tell a bitch I don't love shit fuck somethin,OFFENSIVE,davidson
I tell bitches I got that I.T.S ( IKE TURNER SYNDROME ),OFFENSIVE,davidson
I tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.,OFFENSIVE,davidson
I tell the baddest hoes beat it unless you gone strip 😁,OFFENSIVE,davidson
"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth.",OFFENSIVE,davidson
I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck,OFFENSIVE,davidson
"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it",OFFENSIVE,davidson
I text my ex my new bitch pussy wetter,OFFENSIVE,davidson
I thincc I'm a pretty average bitch ya know 😏,OFFENSIVE,davidson
"I think I broke a rib when I fell in that ditch, turning into a pussy? I think not.",OFFENSIVE,davidson
I think I figured out where white trash Americans come from: the rural parts of Europe.,OFFENSIVE,davidson
I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,SAFE,davidson
I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier,OFFENSIVE,davidson
I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.,OFFENSIVE,davidson
I think I read the worst interview ever. Lee Castro and one of the 2 dope bitches. Neither one of these two belong in media.,OFFENSIVE,davidson
I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,SAFE,davidson
I think I'll just eat this brownie and pass out,SAFE,davidson
I think I'm a bitch tonight,OFFENSIVE,davidson
I think I'm gonna walk around the house free as a bird.,SAFE,davidson
I think I'm having my guy period today. I have been such an emotional bitch heh heh heh,OFFENSIVE,davidson
I think a lot of bitches don't smile in their selfies because their breath stinks and they don't want to steam up their front cameras,OFFENSIVE,davidson
I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.,SAFE,davidson
I think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.,OFFENSIVE,davidson
I think all dem hoes on LAHHH regular....,OFFENSIVE,davidson
I think all y'all losing y'all niggas Cuz the season changed y'all seasonal hoes 😭,OFFENSIVE,davidson
I think dat @USER called me a nigger! What do move away from da dark side mean?,HATE,davidson
I think every bitch wit a tongue piercing suck dick im just being real,OFFENSIVE,davidson
I think its funny how hoes talk bout being faithful.,OFFENSIVE,davidson
I think these bitches tryna set me uuuuhhuuhhhhhp,OFFENSIVE,davidson
I think this nigga retarded G,HATE,davidson
I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value. It don't.,OFFENSIVE,davidson
I think you a fat bitch if I never see Ya body on the TL and you got nothing but neck up avi's,OFFENSIVE,davidson
I think you fuckin wit the wrong niggah,OFFENSIVE,davidson
I think you're in a bad mood from munching on hairy pussy.,OFFENSIVE,davidson
I think you've made it clear that these hoes ain't loyal,OFFENSIVE,davidson
I thought I love this bitch to the core,OFFENSIVE,davidson
I thought it was Legal to beat yo hoe!,OFFENSIVE,davidson
"I thought it was bros over hoes , guess not 😒",OFFENSIVE,davidson
I thought she was albino tho 😳,SAFE,davidson
I thought that bitch was trynna line me😩,OFFENSIVE,davidson
I titty wrecked ya bitch.,OFFENSIVE,davidson
I tld that hoe 2 wrongs dnt make a rite now she wanna sing,OFFENSIVE,davidson
"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",SAFE,davidson
"I told my mom she eats cereal ugly & she gon say ""your a rude little bitch"" I just thought I should let bitch know 😂",OFFENSIVE,davidson
"I told that bitch IDGAF about a Benz, bitch!",OFFENSIVE,davidson
"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof",OFFENSIVE,davidson
"I told that little bitch ass nigga, ""do it look like I'm about to eat your gun charge?"" I'll slap you and your hoe ass lawyer.",OFFENSIVE,davidson
I told y'all he was going to do that shit u.# pussy boy,OFFENSIVE,davidson
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",SAFE,davidson
I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.,SAFE,davidson
I treat my bitches with respect,OFFENSIVE,davidson
I tried calling my sorry ass cousin @USER for her 27th bday. But the hoe ain't answer like always. She too big time these days lol,OFFENSIVE,davidson
"I try and get back into anime but I swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them",OFFENSIVE,davidson
"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch",OFFENSIVE,davidson
I turn Cassey to a nasty hoe Rihanna to a classy hoe,OFFENSIVE,davidson
"I turn bitches gay, they think all the other bitches can fuck like me.",OFFENSIVE,davidson
"I turned on the BET awards for 10 seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly.",OFFENSIVE,davidson
I uploaded a @USER video URL GOProud Makes Money Out of Twinkie Crisis in Free Market Spirit,SAFE,davidson
"I uploaded a @USER video URL UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",SAFE,davidson
I use to wanna fuck that bitch but not no mo!,OFFENSIVE,davidson
I used to chug vodka and orange juice. I also used to chug vodka and gatorade... I used to chug vodka.,SAFE,davidson
"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... URL",SAFE,davidson
I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @USER,SAFE,davidson
I used to think that bitch was bad ... But not no moe !,OFFENSIVE,davidson
I wake up every morning wishing a bitch would.,OFFENSIVE,davidson
"I wan do a mixtape... ""pussy an cinnamon rolls""",OFFENSIVE,davidson
I wanna apologize for being such a bitch the other day.. But the way my emotions are set up..,OFFENSIVE,davidson
I wanna be around bitches & have fun 😬,OFFENSIVE,davidson
I wanna be someone's bitch ass boyfriend right now . But that just me head playin games on ya boi,OFFENSIVE,davidson
I wanna buy my bitch every bag,OFFENSIVE,davidson
I wanna cut my hair but I'm too busy being a bitch about it.,OFFENSIVE,davidson
I wanna eat the fuck u talking bout then bitch!,OFFENSIVE,davidson
I wanna experience that late 30s & early 40s pussy,OFFENSIVE,davidson
I wanna get this hoe on my arm with a diamond coming out of the cloud..☁️💎 #RIPRICK URL,OFFENSIVE,davidson
I wanna go to a trash talk concert,SAFE,davidson
"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs...",OFFENSIVE,davidson
I wanna try pot brownies.,SAFE,davidson
I want Oreos!! Who can help me,SAFE,davidson
I want a cowboy killer,SAFE,davidson
I want a four loco right now so I can chug it and go straight to sleep.,SAFE,davidson
I want a girl whose pussy smells like tuna,OFFENSIVE,davidson
I want a slope job so I can get away from everything and be by myself for two weeks. I hate being around people unless they are my friends.,SAFE,davidson
I want all my hoes back,OFFENSIVE,davidson
I want me a coon ass girl lol,OFFENSIVE,davidson
"I want my bitch to answer if my ex calling, with my dick in her mouth",OFFENSIVE,davidson
"I want one ae yous to start something with me tbh, but yous are aw pussy #shame",OFFENSIVE,davidson
"I want some cookies, brownies and ice cream. 😋",SAFE,davidson
"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???",OFFENSIVE,davidson
I want some monkey bread 😩🙌,SAFE,davidson
I want some monkey bread.,SAFE,davidson
I want to be as independent as soon as i can. I don't like depending on people. Makes me feel like a bitch.,OFFENSIVE,davidson
I want to beat this bitches ass soooo bad,OFFENSIVE,davidson
I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,SAFE,davidson
I want to paint but faggot won't paint with me...,OFFENSIVE,davidson
I want to square up with all these hoes.,OFFENSIVE,davidson
I want yo bitch I go get her I smashed er now she won't let up,OFFENSIVE,davidson
"I was a huge tomboy. Like, I had barbies, but only because my ninja turtles needed bitches. #truth",OFFENSIVE,davidson
I was a made nicca when I was a young nicca,OFFENSIVE,davidson
"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) URL",SAFE,davidson
I was at a red light on decatur & lake mead & some bitch that knew me was too happy to see me😂like bitch was finna get in my passenger seat,OFFENSIVE,davidson
I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's 😂😩,OFFENSIVE,davidson
I was damn near flossing with the bitch's tampon string. Awful “@USER: Have anything stopped you from eating pussy? If so what was it?”,OFFENSIVE,davidson
"I was eating & my mom gon say ""damn calm down"" TF bitch I am CALM",OFFENSIVE,davidson
"I was feelin her About a week Agoooo, Now? She just a silly hoe....Silly hoe 💯💯✋",OFFENSIVE,davidson
"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off",SAFE,davidson
I was getting to the business while you was chasing the bitches,OFFENSIVE,davidson
I was given the same number as Mean Joe Greene in high school but was never as tough as that son of a bitch. #Respect,OFFENSIVE,davidson
I was gonna put “I wanna eat the pussy like a Saiyan” in her mentions but they’re savage enough.,OFFENSIVE,davidson
I was grown by the time I turned 16 wit only my grandma nigguh,OFFENSIVE,davidson
I was gunna eat the pussy but I'm on a diet !,OFFENSIVE,davidson
I was in love with Charlie 😩,SAFE,davidson
"I was in the 9 grade and this bitch said something and I went off about her momma and her. She was like ""I'm adopted""",OFFENSIVE,davidson
I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused smh,OFFENSIVE,davidson
I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,SAFE,davidson
"I was kidding guys I don't have hoes, don't let @USER lie to y'all.",OFFENSIVE,davidson
"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now",OFFENSIVE,davidson
I was lookin like 😳 when dem niccas told me dat shit,OFFENSIVE,davidson
"I was playing music in the kitchen and now my mom keeps asking Tony ""Why give a bitch your heart when she rather have a purse?""",OFFENSIVE,davidson
"I was smoking a blunt outside and these nasty country bitches jumped into the lake , naked 😂😂😂 that lake is nasty as fuck 😷",OFFENSIVE,davidson
I was such a pussy back then lol like its crazy,OFFENSIVE,davidson
I was told never fold & never sell my sole,SAFE,davidson
I was trying fuck something today and this bitch want lie talking bout his brother was on his phone. Lmfao I feel played.,OFFENSIVE,davidson
I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me,OFFENSIVE,davidson
"I was working hard as a bitch today, i deserve a reward.",OFFENSIVE,davidson
I wasn't born last night I know these hoes ain't right,OFFENSIVE,davidson
"I wasn't born last night, I know these hoes ain't right",OFFENSIVE,davidson
"I wasn't born lastnight , I know theses hoes ain't right 👐",OFFENSIVE,davidson
"I wasn't calling you a faggot, but you are one lol.",HATE,davidson
"I watched one and a bitch holding the camera said ""yall need to hurry up...my battery's about to die!"" NOOOOO!",OFFENSIVE,davidson
I well fuck yu too bitch !,OFFENSIVE,davidson
I went from smart car to a bitch with some smart lips.,OFFENSIVE,davidson
I went outside and got mad bc this weather is trash,SAFE,davidson
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",SAFE,davidson
"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",SAFE,davidson
I will beat a bitch ass tf,OFFENSIVE,davidson
I will eat these hoes alive 💯💯💯😷 URL,OFFENSIVE,davidson
"I will literally never get home, this shit is retarded",OFFENSIVE,davidson
I will not leave my nigga but you can be my bitch too #idgt 😎💯👊 URL,OFFENSIVE,davidson
I wish @USER didnt block me long ago for calling him a pussy so I could call him a pussy again and get blocked a second time.,OFFENSIVE,davidson
I wish I could go to dat bitch rt,OFFENSIVE,davidson
"I wish I could mute Rice Krispies, but instead them bitches ""Snap Crackling & Popping..ain't that some shit.",OFFENSIVE,davidson
I wish I could punch the 14 year old me for being such a thirsty bitch,OFFENSIVE,davidson
I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are.,OFFENSIVE,davidson
I wish I never met that bitch bro on god,OFFENSIVE,davidson
I wish I smoked so I could hit more smoker loser hoes,OFFENSIVE,davidson
I wish I would argue with a nigga or a bitch imma just laugh at ya ass,OFFENSIVE,davidson
I wish Tinder would quit showing me all these broads with that retarded L gesture. They're not smart enough to procreate with me. #BBN,OFFENSIVE,davidson
I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch,OFFENSIVE,davidson
I wish a bitch COULD,OFFENSIVE,davidson
I wish a bitch would,OFFENSIVE,davidson
I wish a nigguh would try this clown shit in w.o.h.s URL,OFFENSIVE,davidson
I wish alot more females would tweet about sucking dick. Im tired of me and Twitter niggas tweeting about eating pussy. We need balance!!!,OFFENSIVE,davidson
I wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute 😒 smh,OFFENSIVE,davidson
I wish everyone I knew wasn't a faggot a try hard or a sketchball,OFFENSIVE,davidson
"I wish faggots like @USER would stop making music, rack city was fucking awful. Get the fuck outta michigan.",HATE,davidson
I wish hoes didn't bore me....I wouldn't have this problem and would shop at hoes r us every day...,OFFENSIVE,davidson
"I wish my bitch ass mother would give me my 5grand for.child support, fuckin bitch",OFFENSIVE,davidson
I wish my brother would stop bringing dirty bitches in my house,OFFENSIVE,davidson
I wish people could just be straight up with me. Don't be a fake bitch to me because I'm not a fake bitch to you. Or anyone actually.,OFFENSIVE,davidson
I wish ppl would learn how tf to stay out my business I'm a grown ass man . I go where I please . Mind your damn business bitch,OFFENSIVE,davidson
"I wish twitter had a ""stalk this bitch"" button",OFFENSIVE,davidson
I wish ya nighas stressed ya kids like ya stress these lame bitches.,OFFENSIVE,davidson
"I wish, I wish, I wish, I wish, I wish, I wish a bitch would.. Cept she already did, gonna have to handle this 😊",OFFENSIVE,davidson
I witnessed Ace hoe soo many niggas at the gardens growing up 😂😂😂 I'm talking strong armed hoein too 💪,OFFENSIVE,davidson
I wnna go to ihop bitch,OFFENSIVE,davidson
"I woke up and she was already pregnant, fuck dat bitch 😂",OFFENSIVE,davidson
I woke up in a bed full of bitches that I ain't eeeen fuckin,OFFENSIVE,davidson
I woke up in a bed full of bitches that I ain't even fuckin,OFFENSIVE,davidson
I won't do nothin with the bitch she can't even get me hard,OFFENSIVE,davidson
I won't say how many bitches I fucked but i might say how many 100s I touched 💲💲💲,OFFENSIVE,davidson
I won't trust a bitch 🙅,OFFENSIVE,davidson
I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao 😂,SAFE,davidson
"I wonder if Philly fans aren't aware that they are complete cunts, or they ARE aware, but are just ok with it.",OFFENSIVE,davidson
"I wonder if that Latino strategy is working?@USER: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" URL",HATE,davidson
I wonder if that bitch dead yet,OFFENSIVE,davidson
"I wonder if there's ever a day in my sisters life that she's ever not a complete and utter bitch, or if she saves it special just for me…",OFFENSIVE,davidson
I wonder if twitter didnt allow pictures and avi's how many followers yall would really have ... Cus yall bitches dont be talkin bout shit 😂,OFFENSIVE,davidson
"I wonder when twerking dies, what will all the hoes that became World Star famous lives be like? #wherearetheynow?",OFFENSIVE,davidson
I wonder where all these bitches I got at ?,OFFENSIVE,davidson
"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat",OFFENSIVE,davidson
"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead",SAFE,davidson
"I would call you a bitch, but that's frowned upon.",OFFENSIVE,davidson
I would commit the rest of my gay life to being a complete 100% submissive bottom if I could be Zac Efron's bitch. #NoShame #gayboyproblems,OFFENSIVE,davidson
I would def call Dwight a cradle robbing faggot if I were Kobe.,OFFENSIVE,davidson
I would describe @USER's work as blaxican.,SAFE,davidson
I would leave my crib and go somewhere but I'm pretty sure I'll die cause if my bitch ass car sliding everywhere,OFFENSIVE,davidson
"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... JK Just trolling Fags",HATE,davidson
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @USER",SAFE,davidson
I would love to give this bitch some act right juice lol,OFFENSIVE,davidson
I would love to not be hit with the jig for once in my fucking life,OFFENSIVE,davidson
I would never fight a nigga for vagina...that's what hoes do lmao,OFFENSIVE,davidson
I would never hit a woman but I would slap a hoe,OFFENSIVE,davidson
I would probably still feel bad if you weren't such a bitch about it...,OFFENSIVE,davidson
"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",SAFE,davidson
I wouldn't be acting like a crazy bitch if you just told me what the hell goes on in your head,OFFENSIVE,davidson
I wouldn't fuk a lot of u bitches .. #RealTalk,OFFENSIVE,davidson
I wouldn't last in prison... Them bitches would eat me alive...,OFFENSIVE,davidson
I wouldn't want my girl showing her goodies to every niggah 😒✋,OFFENSIVE,davidson
"I""M THE MOTHER FUCKIN"" #UGLY> #badguy> #bitches> #EliWallach TYPE SHIT #BreakingBad is a joke about #noose RIGS #LeeVanCleef #sports>",OFFENSIVE,davidson
"I�m tough, ambitious and I know exactly what I want. If that makes me a bitch, then okay.",OFFENSIVE,davidson
I’ll gladly be a victim RT @USER: Then im a felon RT @USER: A bitch over 200lbs riding ur face is attempted murder 😫😫,OFFENSIVE,davidson
I’m logging out RT @USER: ah man RT @USER: The bartenders be sellin pussy too? I thought only the strippers sold pussy.,OFFENSIVE,davidson
I''d put a bullet in that bitch...,OFFENSIVE,davidson
I'd be the best at owning a bird. I could teach them the funniest things to say.,SAFE,davidson
I'd do anything for an Oreo vanilla bean drink from dunkin & a chocolate chip muffin from there too..I'm starving & that sounds so good now.,SAFE,davidson
I'd drive me crazy to have to be at that ghetto ass school everyday.,OFFENSIVE,davidson
I'd have to go off on a bitch,OFFENSIVE,davidson
I'd hit a Kardashian she threw money at me bruh somebody would have to pull me off that hoe idgaf who she is. Nobody to me anyway lol,OFFENSIVE,davidson
I'd kill a bitch to be able to cuddle right now. Ugh. Sucker for the stupid shit. I swear.,OFFENSIVE,davidson
I'd kill to meet Charlie Sheen.,SAFE,davidson
"I'd like to see someone try to hit me off. Joke's on you bitch, I don't have internet!",OFFENSIVE,davidson
I'd rather be at school improving my life than sleeping at home #im #back #bitch,OFFENSIVE,davidson
I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,SAFE,davidson
I'd rather have a flat bitch then a bitch who cheats😉,OFFENSIVE,davidson
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... URL,SAFE,davidson
"I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt, so wit? You cani do shit to stop me... :)",OFFENSIVE,davidson
I'll NEVER let a broke bitch influence me 😴,OFFENSIVE,davidson
I'll always remember feeling like I was no good. Like I couldn't do it for you like that whack bitch could.. & it's all because you lied..,OFFENSIVE,davidson
I'll be a Yankee fan forever,SAFE,davidson
"I'll be a bitch if I have to. I don't like to be, but f*ck with me and it'll happen.",OFFENSIVE,davidson
I'll be a dick if you wanna act like a pussy.,OFFENSIVE,davidson
I'll be damned if a nigga wife a hood hoe..,OFFENSIVE,davidson
I'll be stripping off layers of clothes the instant we get back to the gate. It's hot as Satan's pussy on this son-bitch,OFFENSIVE,davidson
I'll be that lmao 😁😁😁RT @USER: @USER pussy,OFFENSIVE,davidson
I'll beat some pussy up right about now,OFFENSIVE,davidson
"I'll break any bitch nigga down, I don't care about your size.",OFFENSIVE,davidson
I'll call u bitch for short,OFFENSIVE,davidson
