text,label,source
@USER @USER @USER Everyone muted you ... Thanks for working for free 😂😂😂 #MAGA,SAFE,olid
@USER screw the little porch monkey!,OFFENSIVE,davidson
hoo boy... these guinea pigd love to shit. shouldn't have ordered the full dozen,OFFENSIVE,davidson
@USER You are perfect 👌,SAFE,olid
@USER @USER His own fear of white people.,HATE,olid
Now don't you hate them ol... Lyin ass hoes... Smilin in ya face wearin her best friends clothes,OFFENSIVE,davidson
Not into dressin' to impress these bitches or niggas...,OFFENSIVE,davidson
@USER that hoe suck,OFFENSIVE,davidson
These bitches aint playin'. A jealous woman does better research than the FBI.,OFFENSIVE,davidson
"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo",OFFENSIVE,davidson
"I don't even delete my typos, it is what it is bitch",OFFENSIVE,davidson
@USER @USER haha yuhh that hoe was funny,OFFENSIVE,davidson
Conan Obrien needs to get a life with that $80 million..monkey food maybe.,SAFE,davidson
aint shit pretty but my bitch and my mama .. anyone can get the drama,OFFENSIVE,davidson
4 and a half up on the Phillies! If you are a fan of any Georgia sports you know that no lead is safe!,SAFE,olid
*Sings* I killed that pussy she died with her eyes open!,OFFENSIVE,davidson
@USER @USER @USER @USER @USER I think you are overlooking the fact the Democrats had both houses of congress and the presidency and did nothing. But gun control would work as well as the war on drugs has.,SAFE,olid
@USER good one you fucking bitch ass,OFFENSIVE,davidson
"Jadeveon Clowney tops @USER's latest mock Draft. ""He's a once every 15 to 20 year guy."" » URL",SAFE,davidson
"@USER don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard",OFFENSIVE,davidson
@USER @USER thats a goddamn terrible joke you gbe lookin bitch,OFFENSIVE,davidson
Omg fuck these bitches #basedgod,OFFENSIVE,davidson
"@USER I didnt call you a bitch, I just saiddd bitch. #Jeesh",OFFENSIVE,davidson
Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,SAFE,davidson
@USER getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.,OFFENSIVE,davidson
😂😂😂😭 skitdaddle wit that shit hoe URL,OFFENSIVE,davidson
STOCKS RECORD HIGH URL #MAGA,SAFE,olid
@USER I knew you were a faggot though,HATE,davidson
I have all these EXTRA ASS unnecessary clothes & cay wanna act like a lit hoe.,OFFENSIVE,davidson
@USER Can you blame her for not having her life destroyed by Trump and his cult her children the FBI should do the investigation he is going Federal FBI must be afraid of Trump might get hit by a bus Trump has a book of the ugliest names u can call someone like lying Trumpstard URL,SAFE,olid
"Just passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch.",OFFENSIVE,davidson
"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh",OFFENSIVE,davidson
Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.,OFFENSIVE,davidson
@USER Looks like my Sylvester and he looks like a skunk. Love him to pieces though. He is so sweet. My girl cat has a unique personality. She is sweet but has her moments.,SAFE,olid
"""That shit can break you down if you lose a good girl, I guess you need a bad bitch to come around and make it up""",OFFENSIVE,davidson
@USER @USER @USER Jehovah and Yahweh is most immoral! Seriously he is one big lying contradiction!,HATE,olid
"@USER Really?? Bro, that retard @USER even missed the point of GreenEggs&Ham! It means don't knock it til ya try it!",OFFENSIVE,davidson
5. They promoted an amendment to lower the voting age to 18. They pushed gun control efforts and gun free zones to give criminals an edge over law abiding citizens.,SAFE,olid
@USER Y’all whitey gots to PAY fo da preparations,HATE,davidson
@USER i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,OFFENSIVE,davidson
Would've liked some more backup but I can handle myself against a gang of retards.,OFFENSIVE,davidson
Bey lost her ring at the Met Gala. Jay found it & instead of just giving it back he gave it to her as a mock proposal URL,SAFE,davidson
@USER He is the AL but If were talking entire MLB I will still take Arenado all day defensively over Chapman.,SAFE,olid
My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies,OFFENSIVE,davidson
@USER Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why didn't he remove from leadership the rapist brought to him?,OFFENSIVE,olid
@USER And you know best about the bird moves...!!!,SAFE,davidson
Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby,OFFENSIVE,davidson
"""@USER: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend 🚙💨💨""oooh shit bitches betta stay out da streets",OFFENSIVE,davidson
I be catchin bitches while bitches be catchin feelings,OFFENSIVE,davidson
Every bitch got a nigga that she gone always fuck with. No matter what. 💘,OFFENSIVE,davidson
When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,SAFE,davidson
@USER @USER the minute those red n yellow for rent signs go up the reg. ppl start selling n move,SAFE,davidson
When you see @USER about to fight a bitch .... URL,OFFENSIVE,davidson
@USER fuck you bitch smd,OFFENSIVE,davidson
Cuz they dont wanna b saved RT @USER: Why is saving hoes bad?,OFFENSIVE,davidson
.@USER with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.,OFFENSIVE,davidson
@USER She needs to make as much money as she can while the liberals are all duped.,SAFE,olid
@USER And the unexplained 42 murders associated with her mother are pro christian?,SAFE,olid
@USER Because she is,SAFE,olid
@USER @USER Funny watching these liberals all of a sudden do a 180 on being transparent. Warner had no problems with leaks. Now when the truth is out he has issues. Its over. Some people are in big trouble. Warner is likely one of them.,SAFE,olid
This hot chocolate and Famous Amos too bomb right now,SAFE,davidson
"@USER yes bitch, your a fucking square",OFFENSIVE,davidson
@USER @USER have fun losing tonight bitch,OFFENSIVE,davidson
@USER @USER HE IS BEST OF THE BEST!😍😍,SAFE,olid
"""pussy""😂😭😭 URL",OFFENSIVE,davidson
@USER I'm not so sure. Only a mild increase in FL with more new Rs than Ds. URL Nor in Texas. URL NV shows about a +2% increase. URL I've been struck by how small a role gun control seems to be playing in this election.,SAFE,olid
“@USER: I got hella hoes.”😯,OFFENSIVE,davidson
"@USER @USER : When we lead, sheeple follow"" URL",SAFE,olid
Leave the bitchen to bitches,OFFENSIVE,davidson
@USER @USER 🤔🤔 we would hang 70 plus on the frogs and cocks!🤔😂😂,SAFE,olid
Space brownies 👽,SAFE,davidson
#milesthompson #goauche #wetback #ca URL,HATE,davidson
@USER I think you are part of the Russia conspiracy. Plenty of evidence will soon be found and you will be locked up!,SAFE,olid
"Raven Symone's hair be like, ""I'm not colored, I'm American."" URL",SAFE,davidson
"Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer…",SAFE,davidson
@USER Liberals and third worlders to thank for it.,SAFE,olid
pussy aint shit but a product you either gonna get onna muscle or you gotta pay,OFFENSIVE,davidson
Fuck these lancaster bitches they all the same,OFFENSIVE,davidson
guys that cheat on their girlfriend are trash. the girls that know he has a girlfriend are also trash.,OFFENSIVE,davidson
@USER @USER Your logo looks an awful lot like the Antifa flag and Communists flags. Coincidence much?,SAFE,olid
*pops that pussy for singles*,OFFENSIVE,davidson
"""@USER: @USER bitch"" bitch wassup",OFFENSIVE,davidson
You know you a bitch ass so I don't need to say it.,OFFENSIVE,davidson
@USER @USER bitch my mom didn't call you,OFFENSIVE,davidson
@USER Fuck you bitch,OFFENSIVE,davidson
I just seen your main bitch I might fuck with her,OFFENSIVE,davidson
"“@USER: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is”😳",OFFENSIVE,davidson
@USER Did MAGA hack your twitter lol?,SAFE,olid
@USER nick background my nigger,OFFENSIVE,davidson
@USER @USER @USER it's a band negro,OFFENSIVE,davidson
@USER @USER @USER @USER @USER He is a point guard whose assist to turnover was 1/1.,SAFE,olid
Bend over. And pick up that trash.,SAFE,davidson
@USER Typical sore loser he IS as always! Piece of shit!,OFFENSIVE,olid
@USER @USER I'm all for gun control use both hand's,OFFENSIVE,olid
"Mother Nature is drunk again, this bitch knows how to party.",OFFENSIVE,davidson
@USER @USER @USER But then they add in MAVERICK who goes against every reason why they nerfed IQ who has been a player MOST of the player base DON'T USE.. However bcoz PL players who play this game religiously can use her.. All of a sudden she is too OP for the whole community.. 🤔🤔,SAFE,olid
@USER @USER @USER @USER @USER Hahah a left telling a right he is making everything political.. too f’n funny!,SAFE,olid
She make me wanna take things slow but I can't even trust a hoe,OFFENSIVE,davidson
@USER @USER that's how I drive you bitch URL,OFFENSIVE,davidson
"Call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have bitches as ""friends"" these hoes ain'…",OFFENSIVE,davidson
@USER y dont u end us monkeys then? U hate us because were better than crackers & I love it. Deep down u know weve done nothin 2 u,HATE,davidson
@USER Goodell should resign. That would be social justice.,SAFE,olid
just love this meme is all a lil levity for a heavy day of cognitive dissonance #QAnon #MAGA #Trump #WWG1WGA #GreatAwakening #pray URL,SAFE,olid
You been the side hoe 😂😂😂💀💀👊,OFFENSIVE,davidson
"All them hoes crazy RT @USER: Thick thighs, 💦 skinny waist, 🙏 and natural beauty face 💕",OFFENSIVE,davidson
@USER forgot someone niglet,OFFENSIVE,davidson
"“@USER: @USER 😂😂😂 nicca said ""imma slap ya daddy out den put em n da Yo"" 💀 he still that nigga when he aint s…",OFFENSIVE,davidson
The music stop playing and all you hear is fuck you bitch I'll Spit on you 😂😂,OFFENSIVE,davidson
He said capri-sun and zebra cake😂,SAFE,davidson
"“@USER: Oh my dogs pussy is so tight, time to loosen it 😏.""",OFFENSIVE,davidson
@USER And the liberals wonder why we don't want transgenders in our bathrooms?,HATE,olid
@USER There's only one King 🐐,SAFE,olid
These bitches be judging like they experience life and in the billion dollar club. I'm highly favor & doing pretty damn well 💁,OFFENSIVE,davidson
@USER nigga byeeeee lmfao I'll be dammed if a fag stole my girl,OFFENSIVE,davidson
@USER @USER @USER Oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades ...you can have all that shit and let Hollywood decide how you feel.,OFFENSIVE,olid
@USER YESSSS bitch💦😍💓,OFFENSIVE,davidson
@USER @USER She is 4 yrs old.,SAFE,olid
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And Antifa idiots forced them to use their medicare to fix the broken parts of their body caused by Antifa. Requiring other people who do have kindness for others to pick up their wheelchairs they were thrown from and help them until the ambulance arrived.,SAFE,olid
@USER @USER the witches took them hoe,OFFENSIVE,davidson
Kicked the soul outta dis bitch URL,OFFENSIVE,davidson
@USER legit retard,HATE,davidson
"Yes, the bird tweets in the morning are lovely but remember, what you're hearing is: BIRD COCK HERE! GET SOME ROCK HARD BIRD…",OFFENSIVE,davidson
"""@USER: Not sparing no hoes😂 URL 💯",OFFENSIVE,davidson
Morgan Park kids like to pop fire crackers in the school now,SAFE,davidson
Shoot dat nigga n his shordy bitch,OFFENSIVE,davidson
Customer Service? «@USER I really need this bitch to get the fxck out my business. Just open my new account and leave me alone .»,OFFENSIVE,davidson
@USER @USER Cause she is not a democrat,SAFE,olid
I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. 😭😭😭😭,SAFE,davidson
"Idgaf about someone havin a cure,let this bitch burn",OFFENSIVE,davidson
@USER @USER @USER Immediately. Anyone gets out of line they will get a 1 on 1 talk by og ragey. Guaranteed everyone will behave. Reeee.,SAFE,olid
@USER That asshole has so much nerve. Unreal.,OFFENSIVE,olid
@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute she is my CumSlave after all 😎,OFFENSIVE,olid
Now when I put this pussy on Vivian she bet not be playing 😂😭😏,OFFENSIVE,davidson
@USER dude she is a babe! that dress wowowowowow,SAFE,olid
*sings Careless Whisper to broken 7 year old flip flop on the way to the trash,SAFE,davidson
This bitch ugly in person,OFFENSIVE,davidson
@USER Ngl it looks good but the pineapple is pissing me oFFF,SAFE,olid
@USER @USER @USER It's cute you liberals think you can save the world cute but naive.,SAFE,olid
"Nobody cares, bitch",OFFENSIVE,davidson
@USER @USER you are the worst attorney general ever however you had that in common with Barry Soweto is him being the worst president ever so why don't you just go crawl under the rock with him,SAFE,olid
"#Trump #MAGA | @USER : Jack Dorsey, to his credit, has openly acknowledged that he has a culture within his company that is hostile to conservatives. Now the question is, what is he going to do about it?"" URL URL |""",SAFE,olid
@USER @USER The Democrats of California spray chemicals of the central coast of California to magnify the sons intensity so the asphalt with Carrie he is slowly dehydrate the region to bring down property value so Democrats can charge conservatives on water,SAFE,olid
“@USER: Where do all the foreskins go when they circumcise a guy?” the Foreskin Fairy takes them after you put them under your pillow,SAFE,davidson
"Attack animals, last house on the left by the lake, and she got colored eyes...we should have known.! Lol",SAFE,davidson
Some of these hood negros don't deserve bail money the way they be visiting jail.,HATE,davidson
@USER MAYBE... HMM... I DONT KNOW.... FIX THE MUSIC KIT AGRESSIVE MVP SOUND THAT PLAYS AT FULL VOLUME EVEN IF ITS OFF IN SETTINGS (IM TYPING IN CAPS BECAUSE I JUST WENT DEAF AFTER A WHOLE TEAM USED THAT KIT),SAFE,olid
"Meanwhile, in Canada: A monkey in a winter coat escapes in an IKEA URL via @USER",SAFE,davidson
@USER @USER Calling conservatives hillbillies...hmmm that’s original. Funny how many “poor hillbillies” you tweet about have incomes and IQ’s 4 times higher than you. Your humour sucks btw.,OFFENSIVE,olid
@USER The first person got it by having sex with animals..,OFFENSIVE,olid
All you hoes middle name isn't Nicole 😒 The jig is up..,OFFENSIVE,davidson
"Oi @USER ya big boring cunt, Kubrats a comin'... URL",OFFENSIVE,davidson
bitches brag about goin to the gym and still be shaped like a patron bottle cuh,OFFENSIVE,davidson
@USER @USER @USER @USER @USER Lab turned down the deal with LDs,SAFE,olid
Fuck da Opps 1x Fuck dear hoes 3x 😂,OFFENSIVE,davidson
"Turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow 💃",OFFENSIVE,davidson
"I hate a ""I used to talk to her/him"" nigga or bitch like foh hater 😒 we never talked u jus know em",OFFENSIVE,davidson
@USER @USER @USER Lookin good!! He is a pretty awesome guy!,SAFE,olid
"If you really know me, you know all the problem i go through with all these hating ass bitches.",OFFENSIVE,davidson
You ever seen a fine Eskimo bitch?I'm in google images looking them up now.,OFFENSIVE,davidson
@USER You are a bad ass! Keep fighting for us 💕,OFFENSIVE,olid
@USER Was there any specific comment that brought up this point recently? And yes you are speakin da troof,SAFE,olid
For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy,OFFENSIVE,davidson
@USER Grade A pussy.,OFFENSIVE,davidson
@USER @USER Won’t get elected either Beto.,SAFE,olid
@USER @USER @USER gun control! That is all these kids are asking for!,OFFENSIVE,olid
"I'd like to see someone try to hit me off. Joke's on you bitch, I don't have internet!",OFFENSIVE,davidson
bitch im is not bout to get no damn flu shot....ion care if it is free....,OFFENSIVE,davidson
Jonica look like a hoe from 55th and superior 😂😂,OFFENSIVE,davidson
@USER @USER yes we are ..the democrats no longer care bout the constitutional laws or the us citizens..their new pets are illegals drug dealers murdersers thieves rapists muslims antifa the lgbtq and anybody who hates america..theyre batshit crazy!!!,HATE,olid
bitches and their door slamming habits ctfuu,OFFENSIVE,davidson
@USER Beto also wants open borders so illegals can come an go as they please an also more gun control espically on semiautomatic weapons...#BetoNotForTexas,HATE,olid
@USER Ford is a liar & a ultra left wing radical working with George Soros & others such as Antifa & the Dem party has known it all along.,OFFENSIVE,olid
“@USER: “@USER: boot up. URL for u hoe niggas” so girls that take BC are hoes? 🐸☕️,OFFENSIVE,davidson
@USER ion sneak diss on broke bitches 😒👏,OFFENSIVE,davidson
“@USER: “@USER: Iont got no type”bad bitches is the only thing that I like 👯💃💃”aye I'm just living life,OFFENSIVE,davidson
This bitch is raising MY anxiety just by sitting next to her.,OFFENSIVE,davidson
You're a faggot if you use the cover your face emoji,HATE,davidson
@USER the only thing better than a bargain is a Yankee bargain.,SAFE,davidson
"@USER George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",OFFENSIVE,davidson
@USER This sums up what's happening across the pond. It is what the #MSM hides in America. #MeToo #MAGA #KAG2018,SAFE,olid
@USER @USER Globalization threatens nationality causing the alt right concerns about destroyed values that keep us unified like the ten commandments and the Constitution. Then we have the alt left demanding their mini Bolshevik indoctrination to oppress everyone and start a war. Let God be,SAFE,olid
If Byron Leftwich fucks as hard as he throws then he kills bitches,OFFENSIVE,davidson
"niggas talk bout hoes, but the same hoes be in their beds at night ctfuu",OFFENSIVE,davidson
@USER @USER The point being made is that the support comes from the right of the party - it’s relevant because it gives clarity to the offering made to the good people of London - they now know a @USER vote is like voting for Marine Le Pen. You’re welcome.,SAFE,olid
it's amazing what hood bitches wear I they body and in they head,OFFENSIVE,davidson
🙌 RT @USER: this vodka be having all the hoes bent over😩💃,OFFENSIVE,davidson
Yo bitch wanna fuck the squad!!😎,OFFENSIVE,davidson
@USER I'd hate feeling like a faggot too punk ass hoe,HATE,davidson
"with Louisville (5) losing last night, a win to #iubb (7) tonight should have them back in the top 5! #ncaa #basketball #iu #hoosiers",SAFE,davidson
Lol RT @USER: Youuuuu got niggas but I don't got bitches,HATE,davidson
@USER aoas you write back bitch lol,OFFENSIVE,davidson
"""@USER: @USER hoe ass nigga. 😑""Hoe Ass Nigga x2",OFFENSIVE,davidson
@USER 😩😩😂😂 nigga doing the duggy on dem dead hoes lol,OFFENSIVE,davidson
@USER @USER @USER SHIT I'M SAD!!! 😣,OFFENSIVE,olid
"I don't care what any of you bitches say, Kesha is awesome ❤👌",OFFENSIVE,davidson
"😭😭😭“@USER: Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.”",OFFENSIVE,davidson
I thought I love this bitch to the core,OFFENSIVE,davidson
@USER But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.,OFFENSIVE,davidson
Can someone get me cheese and crackers,SAFE,davidson
@USER @USER It's a nice way of callin y'all honkies,HATE,davidson
no hoes no baes no dips/sidelines no NOTHING 😒😳👐,OFFENSIVE,davidson
My mains riri22barbie georgegia yessssss #ladykimora turntup. #vegas bitches 😍😍 URL,OFFENSIVE,davidson
Here’s some more of what my opponent is “resisting.” Are you better off today than you were 2 years ago? #NJ12 #MAGA #WalkAway URL,SAFE,olid
"@USER I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that",OFFENSIVE,davidson
Porn star is fancy talk for professional hoe.,OFFENSIVE,davidson
@USER She is a liar,OFFENSIVE,olid
@USER .@USER writes this vile garbage then she points to the comments and goes on @USER talking about “those mean Liberals were picking on me.” They always play the victim card after they bully someone. Hannity does this a LOT!,SAFE,olid
@USER let me guess they have yellow cake too? Same crap different president,SAFE,davidson
"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",OFFENSIVE,davidson
“@USER: Nah we still up. RT @USER: All the flat booty bitches asleep yet or Nah?” Nope we outchea,OFFENSIVE,davidson
@USER You're interested in making me glance at your tweets because I think you are Nintendo for a split second.,SAFE,olid
Goofy ass. lmfaoo make a niggah laugh,OFFENSIVE,davidson
@USER Twitter is becoming tumblr 2013 and I am fucking terrified,OFFENSIVE,olid
@USER @USER oh shit you weren't joking... wtf,OFFENSIVE,olid
@USER @USER Brilliant! #MAGA #WalkAway,SAFE,olid
I've seen every episode of scrubs ever. Sense the first episode niggah!!,OFFENSIVE,davidson
Can't get no money from me you silly hoe,OFFENSIVE,davidson
"Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",HATE,davidson
"@USER I mean, that occasionally works when arguing with liberals or centrists, if you can get them to give up the idea that Socialism=Authoritarianism,"" the problem is that conservatives have long since given up the idea that administrative measures are ever the right thing to do.""",SAFE,olid
"I never understood that 😒if u want a strap on, just fck a nigga ! 😂😂😂 wtf bitch",OFFENSIVE,davidson
👋 hi-ho URL,SAFE,davidson
You're a pussy URL,OFFENSIVE,davidson
@USER LEGIT TWEETED 30 SECONDS AFTER THIS WHAT THE-,SAFE,olid
Tell your bitch that I'm that nigga now,OFFENSIVE,davidson
Never give in/ never give up the fight #MAGA URL,SAFE,olid
Joan Rivers said I was gay and Michelle was a tranny. Perhaps her death was no accident. See Clinton's and Ron Brown/Vin…,OFFENSIVE,davidson
you drove me redneck crazy,OFFENSIVE,davidson
@USER @USER She is from IL and say’s she knows predators? Anyone else coming to mind? Buehler.....That’s called transference and is typical and expected.,SAFE,olid
"Run in ya spot, smash ya hoe fuck on ya couch",OFFENSIVE,davidson
It's a lot easier to let go of a girl if you find out she's been giving the pussy out like goodie bags at a birthday bash.,OFFENSIVE,davidson
@USER bitch i juss askd yu uh question yo ole choppa bullet head ahh,OFFENSIVE,davidson
@USER You are absolutely right smdh,SAFE,olid
@USER @USER She is in witness protection. I wish this cow had a mobile phone so she could call other cows and share her escape. #GoVegan,OFFENSIVE,olid
Are you single but your pussy is in a relationship?,OFFENSIVE,davidson
"@USER so ur faggot teammate @USER hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",HATE,davidson
@USER @USER @USER pussies,OFFENSIVE,davidson
Omfg this tattoo hurts like a bitch #Painful,OFFENSIVE,davidson
@USER Approve on how to throw a fit get loud swing your arms around to try and get your way....,SAFE,olid
Stacy's mom doesn't have shit going on. Twitter bitches have it all.,OFFENSIVE,davidson
@USER I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn,SAFE,davidson
@USER If Gov't remains status quo we can Kiss our new found wealth goodbye! OPEN AND TRANSPARENT! NOTHING LESS! Thanks to @USER for having a spine! #MAGA #PURGE #Buildthewall #SundayFunday #NEWS #FAKENEWS #MEDIA #business @USER @USER #FOXNEWS @USER,SAFE,olid
Would you be interested in some eggplant? RT @USER: twerk on me URL,SAFE,davidson
@USER Oh he is compromised 1000%. An outspoken critic of trump now is trumps water boy. Either trump got info via private eye or Putin’s got the goods.,SAFE,olid
@USER let me correct this. jeno is my soul and you are my mate skshsksk,SAFE,olid
Niggas spend $500 just to look good for a bitch they wouldn't even buy 99 cent burger for,OFFENSIVE,davidson
"a nigga gone be a nigga im sorry, & a hoe gone be a hoe regardless .",OFFENSIVE,davidson
Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,OFFENSIVE,davidson
Niqqas talk more then bitches these days.,OFFENSIVE,davidson
@USER Best casting announcement since Riker was on it :) so excited love her so much! Met her twice she is just the sweetest,SAFE,olid
Her pussy loves it when I speak in tongues.,OFFENSIVE,davidson
Women were treated as 2nd class citizens for thousands of years. We are supposed to be an enlightened society. There's NO reason women should not be treated as equals now. Sexual assault is a crime! FBI needs to investigate #Kavanaugh! @USER #MAGA #MakeAmericaGreatAgain,SAFE,olid
@USER @USER buy the girl stuff you twink ass bitch,OFFENSIVE,davidson
@USER @USER @USER 2bn is notong term that shud b annually.,SAFE,olid
@USER @USER @USER bruh why it look like a niggah dick slapped the baby 😂,OFFENSIVE,davidson
@USER @USER In the criminal world of the democrats & liberals this is exactly how it works!!,OFFENSIVE,olid
@USER Her eyes look “cockeyed” to me.,SAFE,olid
@USER They are BOTH GUILTY of CRIMINAL BEHAVIOR & they know it. 🙏🏻 God removes any & all barriers to getting the truth from them! #MAGA,SAFE,olid
"@USER Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach",SAFE,davidson
Fuck with us and then we tweaking hoe,OFFENSIVE,davidson
@USER @USER @USER @USER @USER She can do a Google search of protests by antifa but she already knows that. It's called being blind. I would never support a conservative protest where they beat people up and destroyed property,SAFE,olid
Yo pussy ain't shit unless you had some @USER in it,OFFENSIVE,davidson
"@USER that's right. you don't marry hoes, you rent em",OFFENSIVE,davidson
@USER @USER OMG MY Heath bleeds for your daughter and your family. Hold her tight and keep telling her how safe she is and that your will always be there for her. 🙏🙏🙏🙏🙏❤️❤️❤️,SAFE,olid
"@USER I agree. You never know she may have been begging to get dropped, makes her pussy wet guaranteed. She married him right after !",OFFENSIVE,davidson
"Fam... “@USER: You a faggot for kicking a field goal RT @USER: just got beat 44 to 3 in Madden""”",OFFENSIVE,davidson
@USER Poor Baby. This is why you and your entire network CAN NOT be trusted. The only people still watching CNN are brainwashed liberals and demonrats. URL,HATE,olid
@USER CNN is neither there to make money or tell the truth It solely exists to be a propaganda arm of the Democratic Party,SAFE,olid
@USER @USER @USER I'm betting she only has to submit to a blood test if she is a driver in a vehicular accident where a death or grave injury occurred.,SAFE,olid
"Rahm Emanuel’s failure is an ill omen for all Democrats"" URL #TCOT #MAGA #RedNationRising""",OFFENSIVE,olid
"""Well bitch, biology said..."" 😂😂😂",OFFENSIVE,davidson
@USER nothing was happening behind closed doors because in the end she left him and MONTHS later he overdosed. none of ariana’s business. she is NOT responsible for him,SAFE,olid
@USER @USER Fuck you cunt. Try this on for size. URL,OFFENSIVE,olid
"Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. URL",SAFE,davidson
I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...,OFFENSIVE,davidson
"The easiest way to have sex with a chick is to smell good, make her laugh, take her to get food and then fuck her right in the pussy",OFFENSIVE,davidson
@USER @USER people gotta bitch about something.,OFFENSIVE,davidson
"#BOB Bass over bitches @USER bitches on his dick, fishes on the dock",OFFENSIVE,davidson
"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? URL",OFFENSIVE,davidson
@USER @USER @USER I thought liberals were snowflakes,SAFE,olid
Eddy and teezy get no pussy so I don't know why they always talking about that shit. They've never taken anyone's girl eit…,OFFENSIVE,davidson
She bitch goddess thinks she owns New York????? .........wait...... @USER #LameApocalypses,OFFENSIVE,davidson
@USER Got to love the future of the democratic party though...,SAFE,olid
@USER @USER Fake news. Who in their right mind would go along with this nut?,OFFENSIVE,olid
@USER #Republicans #Conservatives #Independents Listen 👂 up the #Hillarites #Democrats are repeating #History don't stand for it. #ConfirmKavanaugh now! URL,SAFE,olid
Step up into the gauntlet bitch nuts. I could use something to wipe my ass with,OFFENSIVE,davidson
"@USER, um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that",OFFENSIVE,davidson
Kirk Hinrich going fucking dumb out that bitch,OFFENSIVE,davidson
Pennsylvania is white trash and is so are all Pennsylvanians.,HATE,davidson
@USER @USER @USER Are you suggesting that I fall for that? I certainly do not support the liberals vis-à-ve Democrats agenda. Read my Tweets. I’m on the right so VOTE GOP 🇺🇸.,SAFE,olid
Oh so now BC we didn't cover u bitches wanna talk shit??,OFFENSIVE,davidson
@USER @USER She is LYING....,SAFE,olid
You got niggas & i got bitches,HATE,davidson
"If a nigga can tell hoes he's taken , he's a real nigga .",OFFENSIVE,davidson
Cousins looking for bitches I hope RT @USER: THE FUCK IS THIS? URL,OFFENSIVE,davidson
Real. “@USER: He eats your pussy until u nut. So why u can't return the favor”,OFFENSIVE,davidson
It opened up with some clouds parting and with SILK----->Can we get a room on the southside of the ghetto!,OFFENSIVE,davidson
These new bottoms are something else... RT @USER: You put nair on your pussy for the gram? Ok URL,OFFENSIVE,davidson
You see these two pussies Jason capuano nd Jason cousins taking Chit on the gram but ain't about that… URL,OFFENSIVE,davidson
#wcw because big sis was just inducted into the #pixiegang and she is slaying it flawlessly! 🔥😍 URL,SAFE,olid
Who tweeting with last night pussy/ass or dick on they breath this morning?,OFFENSIVE,davidson
@USER What will German’s will give us? Gun control ?,OFFENSIVE,olid
"@USER Idk is she's actually from there lol, we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol",OFFENSIVE,davidson
@USER @USER @USER The ultra left thugaratti are no joke either. Let’s together condemn both. Antifa? Colleges that riot over Ben Shapiro speaking? I definitely condemn any threats against her.,SAFE,olid
@USER need more ladies to spread out their pussy's on cam 😍,OFFENSIVE,olid
You can't play me for a fool my niggah,OFFENSIVE,davidson
“@USER: @USER my ananconda don't want none unless u clean those shitty buns Hun 💩😩”,OFFENSIVE,davidson
